,Brand Name,Name of the Product,Rating,No. of Ratings,Price,Expected Delivery,Availability,Returns/Exchange,Other Details
41,Visit the Ibanez Store,"Ibanez Acoustic Guitar MD39C Right Handed Cutaway Guitar - Sunburst With Bag, Belt, Plectrums Complete Pack.",,7 ratings,"₹ 7,999.00",FREE delivery: April 24 - 25 Details,In stock.,7 Days Replacement,"Type - Acoustic Guitar with cutaway Model - MD39C Fret with truss rod
Top - Spruce Back & Sides - Nato
Size - 39 inches Number of Strings - 6
Number of Frets - 20
Fingerboard Material - Rosewood Finish - Sunburst
› See more product details"
42,Brand: JUAREZ,"JUAREZ Arpeggio 39 Inch Acoustic Guitar Kit, Spruce Top, Rosewood Fretboard & Bridge, Truss Rod, Chrome Die Cast Machine Tuners, Sunburst",,1 rating,"₹ 5,025.00","FREE delivery: Saturday, April 24 Details",In stock.,7 Days Replacement,"About this item
Juarez Arpeggio 39 Inch Acoustic Guitar Kit, Spruce Top, Rosewood Fretboard & Bridge, Truss Rod, Chrome Die Cast Machine Tuners, Sunburst"
43,Brand: CBOX,CBOX 4 String Guitar Children's Musical Instrument Educational Toy Guitar Ukulele Instruments Beginner Musical Sound Toys Best Gift for Children(Multi-Color),-,-,₹ 829.00,"FREE delivery: Monday, April 26 Details",In stock.,7 Days Replacement,"Very Crisp and Clear Sound of Strings
It is fully Functional With All The tuning keys and playable. This Children's sized Acoustic Guitar Toy is ideal for children to get the correct posture and learn how to play different notes.
The Guitar is made of very good quality plastic, adequate to produce a very crisp and clear sound from Guitar
Helps kids have fun and stimulate and develop their talent & interest.This Guitar Is 24 Inches In Length.
No batteries required, this is an unlimited fun toy for kids.
› See more product details"
44,Visit the JUAREZ Store,"JUAREZ Fiésta 41 Inch Acoustic Guitar with Dual Action Truss Rod, 21 Frets Rosewood Fretboard & Bridge, Padded 5mm Cotton Bag, Cotton Strap, 2 Picks, Allen Key, Extra String Set, Brown",,13 ratings,"₹ 4,009.00","FREE delivery: Saturday, April 24 Details",In stock.,7 Days Replacement,"About this item
Glossy finish, Number of frets - 21, 41 Inch Acoustic Guitar with Dual Action Truss Rod which gives you the liberty to adjust the action of your neck in either direction if warped.
Material : Top, Back, Sides - Linden Solid Wood, Neck - Catalpa, Fretboard & Bridge - Rosewood, Machine Head : Chrome Open, Stainless Steel Copper Wound Strings
Linden binding and full wood construction with geared tuning, wooden frame and Alice Brand Stainless steel copper alloy strings. Features a sturdy top with smooth curves, promoting comfort during playing. This solid wood produces a smooth and rich sound ideal for rock, folk, country, and every genre in between!
Loosening a truss rod (turning counter-clockwise) adds relief to (decreases tension on) the neck which results in increased (higher) string action height. This reduces relief, lowering the string action (height of the strings over the frets). Turn the nut clockwise to tighten the rod.
6 Stainless Steel Alice Brand strings especially for beginners. Wound strings are made of copper alloy. Stainless steel plain string, steel core, copper alloy winding, anti-rust coating. (Additional Free Strings are NOT ALICE Brand, Strings on the Guitar are Alice Strings)
Heavy Duty 5mm Cotton Padded Guitar Bag and Premium Cotton Guitar Strap provided along with your Juarez Fiésta 41 Inch Acoustic Guitar
Included components: Acoustic Guitar with Strap, Bag, Strings, Truss Rod Wrench/Allen Key and 2 Plectrums"
45,Brand: HOVNER,"Hovner 215 Dark Green F-Cut Rosewood Fretboard Acoustic Guitar With Bag,Strap,1 Set of Extra Strings and 2 Picks By V3",-,-,"₹ 3,980.00","FREE delivery: Saturday, April 24 Details",In stock.,7 Days Replacement,"41 inch F- Cut Acoustic Guitar, Fretboard : Rose Wood, String : Steel
Great looks with an innovative design to produce good quality sound
Adjustable bridge and reinforced Truss Rod
Inbuilt pick up to plug and play with amplifier, Bag,Strap,1 Set of Extra Strings and 2 Picks included
100% Genuine Product Sold by K-Retail
› See more product details"
46,Visit the blueberry Store,"Blueberry B-40, 40"" Acoustic Guitar Kit with Bag,Belt, One Pack Strings & Picks (Black)",,3 ratings,"₹ 3,595.00",FREE delivery,In stock.,7 Days Replacement,"Material: Top: Spruce wood, Side & Back: - linden wood, Fingerboard:- Rosewood Wood
Bridge：Rosewood, Neck: Catalpa wood, Machine head: Chrome die cast, Binding: ABS, Finish: Gloss.
Truss Rod for better adjustment of Guitar Action , Size 40-inch,Stlye - Cutway, innovative design to produce good quality sound
Includes: 40"", Acoustic guitar with Belt, bag, string set and 2 picks
Note: Product design may slightly vary Due to Photography lighting effect
› See more product details"
47,Brand: Generic,"41""das musical acoustic venus guitar. cover, string, belt, 2plectrums.",,28 ratings,"₹ 3,490.00",FREE delivery: April 24 - 25 Details,In stock.,7 Days Replacement,"high glossy sky &back black
truss rod &with touch amplifier
41"" acoustic guitar
› See more product details"
48,Brand: Shreearya Fashion,Shreearya Guitar 4-String Acoustic Guitar Musical Instrument for Learning (23 Inches)Brown,-,-,-,-,-,7 Days Returnable,"Very Crisp and Clear Sound of Strings
4 String which are tune-able. A very good toy for kids who are willing to learn guitar.
The Guitar is made of very good quality plastic, adequate to produce a very crisp and clear sound from Guitar
The size of the guitar:
No batteries required, this is an unlimited fun toy for kids.
› See more product details"
49,Brand: PENNYCREEK,PennyCreek 6 Pieces Semiclosed Tuners Tuning Pegs with Accs for Electric Acoustic Guitars,,18 ratings,₹ 480.00,"FREE delivery: Thursday, April 29 Details",In stock.,7 Days Replacement,"Set of 12pcs tuning pegs, these are semiclosed guitar tuners
One set machine heads for electric or acoustic guitars
Also comes with 12ferrules and 24 mounting screws
Standard internal gear - Material: Metal, plastic
› See more product details"
50,Brand: DIKUJI ENTERPRISE,DIKUJI ENTERPRISE Classical Series Guitar Musical Instrument for Beginners Kids (Small),-,-,₹ 449.00,"FREE delivery: Sunday, April 25 Details",In stock.,7 Days Replacement,"It improve kids musical skills. Please check sold by Toyvilla
It helps to increase intellectual development for kids.
This Guitar Toy is good for Kids only, made of nontoxic ABS Plastic, with wooden finishing.
› See more product details"
51,Visit the YAMAHA Store,"Yamaha F310 Acoustic Guitar, Natural",,2 ratings,"₹ 9,490.00","FREE delivery: Wednesday, April 21 Details
Fastest delivery: Tomorrow
Order within 59 mins Details",In stock.,7 Days Replacement,"About this item
Traditional Western Body
Spruce Top
Yamaha Quality in an Affordable Price
Bridge Material:-Rosewood"
52,Visit the JUAREZ Store,"JUAREZ 38 Inch Acoustic Guitar with Dual Action Truss Rod, Bag, Picks, Allen Key, Extra String Set, Natural",,15 ratings,"₹ 3,179.00","FREE delivery: Saturday, April 24 Details",In stock.,7 Days Replacement,"About this item
Glossy finish, Number of frets - 18, 38 Inch Acoustic Guitar with Dual Action Truss Rod which gives you the liberty to adjust the action of your neck in either direction if warped
Material : Top, Back, Sides & Neck - Linden Solid Wood, Fretboard & Bridge - ABS, Machine Head : Chrome Open, Stainless Steel Copper Wound Strings
Linden binding and full wood construction with geared tuning, wooden frame and steel strings. Features a sturdy top with smooth curves, promoting comfort during playing. This solid wood produces a smooth and rich sound ideal for rock, folk, country, and every genre in between
Loosening a truss rod (turning counter-clockwise) adds relief to (decreases tension on) the neck which results in increased (higher) string action height. This reduces relief, lowering the string action (height of the strings over the frets). Turn the nut clockwise to tighten the rod
Included components: Acoustic Guitar with Strap, Bag, Strings, Truss Rod Wrench/Allen Key and 2 Plectrums"
53,Brand: ARCTIC,"ARCTIC Sky series 39"" Guitar (with Truss Rod) with Bag, 3 Picks, Strap & String Set. Standard Pack Black",,5 ratings,"₹ 5,276.00","FREE delivery: Thursday, April 22 Details",In stock.,7 Days Replacement,"About this item
ARCTIC SKY series standard pack is an astounding & best-rated Combo of SKY series 39'' Cutaway Acoustic Guitar, with accessories. Conditioned wood for best tones, all highs & lows with warm mids.
SKY series standard pack consists of Acoustic Guitar, Guitar strap, branded Carry bag, branded Strings pack & Floor stand
Premium and perfect professional wooden glossy finish. Mechanised Corner bindings, Well placed inner bracings for notes clarity and Resonant top backs.
Both sides adjustible Truss rod for best durability and neck protection. Die cast tuning machines, Steel strings, Rosewood fretboard. Semi-professional Intermediate level Guitar made.
100% thorough QC verified and durable packaging."
54,Brand: Generic,"21 fret 41"" A,Acoustio cloud venus acoustic guitar, cover,1 set string, 2 plectrums, 1strap",-,-,"₹ 3,490.00",FREE delivery: April 24 - 25 Details,In stock.,7 Days Replacement,"indian acoustic guitar
21 rosewood fret board
indian adjustble Rose wood bridge.....
tres rod &with touch pic up
top cloud& back black
› See more product details"
55,Brand: Luximal,Luximal 4 String Musical Guitar For Kids Instrument Acoustic Learning Educational Small Toy For Child with Ability Random Brown Color Best Gift For Boys & Girls,,4 ratings,₹ 829.00,"FREE delivery: Monday, April 26 Details",In stock.,7 Days Replacement,"4-string Guitar Toy for Kids with Adjustable Tuning Knobs for Intellectual Development and also to develop talent and interest in kids.
This guitar has good sound quality & good wooden finishing.It is made up of good quality plastic & is good for playing and learning.
Provides screen free fun: A junior scale 4 string guitar perfect for use on lessons, recitals, band rehearsals, on-stage performances or when practicing at home. The mini guitar can attract the interests of kids, and reduce their dependency on the phone, computer, or other electronics.
Great for beginners: It has a traditional classic body style great for beginners and children learning to play guitar. Give your best performance whether you're in the music studio or out at a bonfire with friends. Take your music with you.
This Acoustic Guitar makes a great gift for kids. Lightweight, easy to hold, and has a nice appearance.This is not a professionally manufactured Guitar, just a toy for Children.
› See more product details"
56,Brand: DEVICE OF URBAN INFOTECH,DEVICE OF URBAN INFOTECH Tuning Peg Silver for Acoustic Guitar Parts Tuners Keys Semi-closed Guitar String Tuning Pegs Tuner Machine Heads Knobs Tuning Keys for Acoustic & Electric Guitar 3R+3L(6 PCS),,3 ratings,₹ 499.00,FREE delivery,In stock.,7 Days Replacement,"Package Includes: 6 X Machine heads(3L + 3R),12 X Mounting screws ,6 X Ferrules
Materials: chrome finish zinc alloy metal, plastic
6 Pieces Guitar Keys for Acoustic Guitar Chrome Tuning Pegs Keys 3 Left 3 Right6 Pieces Guitar Keys for Acoustic Guitar Chrome Tuning Pegs Keys 3 Left 3 Right
Adjustable - Guitar machine heads knobs with heavy duty internal gear can be tuned tight to make your guitar sound stable
› See more product details"
57,Brand: DEVICE OF URBAN INFOTECH,DEVICE OF URBAN INFOTECH Tuning Peg Silver for Acoustic Guitar Parts Tuners Keys Semi-closed Guitar String Tuning Pegs Tuner Machine Heads Knobs Tuning Keys for Acoustic & Electric Guitar 3R+3L (6PCS),-,-,₹ 499.00,FREE delivery,In stock.,7 Days Replacement,"Package Includes: 6 X Machine heads(3L + 3R),12 X Mounting screws ,6 X Ferrules
Materials: chrome finish zinc alloy metal, plastic
6 Pieces Guitar Keys for Acoustic Guitar Chrome Tuning Pegs Keys 3 Left 3 Right6 Pieces Guitar Keys for Acoustic Guitar Chrome Tuning Pegs Keys 3 Left 3 Right
Adjustable - Guitar machine heads knobs with heavy duty internal gear can be tuned tight to make your guitar sound stable
› See more product details"
58,Visit the Kadence Store,"Kadence Frontier Jumbo Semi Acoustic Guitar With Die Cast Keys,Super Combo (Bag, 1 pack Strings, Strap, Picks, Capo, Tuner (black & stand)",,378 ratings,"₹ 5,999.00","FREE delivery: Friday, April 23 Details
Fastest delivery: Wednesday, April 21
Order within 1 hr and 27 mins Details",In stock.,7 Days Replacement,"QUALITY STRINGS ---The surface is coated with a film coating, which is not easy to rust, which prolongs the use time of the strings and reduces the burden on the fingers when pressing the strings.
DESIGN --- Simple head design, streamlined curvature makes the head and the body integrated, beautiful. The rosewood bridge has high hardness, strong vibration conductivity, stable and rich tone transmission.
SIZE (41 inch)---Suitable for the guitarist over 14 years old, especially the beginners, students or adults.
ADJUSTABLE ACTION----Built-in truss rod can balanced the tension caused by strings or temperature change shrinking, for a straight and durable neck. The adjustable acoustic guitar neck allows your hand to stay in a comfortable position by keeping the strings in a perfect height.
Package Details:1 pack of Strings, picks, turner, foldable guitar stand, bag, strap and capo
ELECTRO-ACOUSTIC---Built-in preamp for amplified use with volume control, 4 band EQ: bass and treble, integrated tuner for fast and easy tuning.
› See more product details"
59,Visit the Kadence Store,"Kadence Slowhand Premium Jumbo Semi Acoustic Guitar with Heavy Padded Bag, guitar cable, Pro Capo and Fibre guitar stand (Black Spruce Wood)",,100 ratings,"₹ 10,999.00","FREE delivery: Friday, April 23 Details",Only 1 left in stock.,7 Days Replacement,"QUALITY STRINGS ---The surface is coated with a film coating, which is not easy to rust, which prolongs the use time of the strings and reduces the burden on the fingers when pressing the strings.
DESIGN --- The Deep Pore paint finish, Simple head design, streamlined curvature makes the head and the body integrated, beautiful. The rosewood bridge has high hardness, strong vibration conductivity, stable and rich tone transmission.
SIZE (41 inch)---Suitable for the guitarist over 14 years old, especially the beginners, students or adults.
ADJUSTABLE ACTION----Built-in truss rod can balanced the tension caused by strings or temperature change shrinking, for a straight and durable neck. The adjustable acoustic guitar neck allows your hand to stay in a comfortable position by keeping the strings in a perfect height.
With Combo, Heavy Padded Bag, Pro Capo and Fiber Body Stand
ALL ACCESSORIES INCLUDED---Kadence Slowhand Guitar comes with zipped padded bag, in-built tunner, adjustable guitar strap, extra strings, 3 guitar picks, capo, foldable guitar stand and a Guitar cable.
PROTECTIVE PADDED bag---Take your guitar with you to school or on trips with a stylish and protective carrying case, designed with foam pads, a shock-proof rubber bottom, and even a front storage for your capo and extra picks
› See more product details"
60,Visit the Guitar Bro Store,"GUITAR BRO - COMBO (Black Acoustic Guitar for Beginner, Guitar Learning Kit, Song Book, Video Lectures, Accessories like Pick, Bag)",,18 ratings,"₹ 6,499.00","FREE delivery: May 6 - 10 Details
Fastest delivery: May 5 - 8 Details",In stock.,7 Days Replacement,"GUITAR BRO +20 mins FREE VIDEO Demo - is a learning kit which includes proprietary gadget, video lectures & songbook
LIDEN WOOD GUITAR - A 39-inch acoustic guitar for beginners. With warm sound and quality strings, guitar picks and accessories, this is suitable for learners
COMPATIBLE AND EASY TO FIT - Learning kit can be used for standard size 38-inch guitars, 39-inch guitars both acoustic and semi-acoustic. It is only for Right Handed players and compatible with an acoustic guitar for men, women, kids above 10 years or adults who need self-learning methods. It does not work on nylon string guitars but only on acoustic guitar strings made of steel.
SELF LEARNING KIT - Learn Guitar At Home, At Your Own Time. Learn chords and play songs.
WHAT DO YOU LEARN - The online guitar course will teach you from very basic things like how to hold a guitar, How to tune a guitar without using a tuner, How to use a metronome, how to install the Guitar Bro Tool to advance things like strumming and chords.
› See more product details"
61,Visit the Guitar Bro Store,"GUITAR BRO - Guitar Learning Combo (30 Day Learning Kit + 4 Live 1-on-1 Classes (each class is 20 mins, Access Key Inside the Kit), Acoustic Guitars Accessories, Picks, Songbook, Videos)",,6 ratings,"₹ 2,499.00","FREE delivery: Wednesday, May 5 Details",In stock.,7 Days Replacement,"30 Day Learning Kit
Acoustic Guitars Accessories, Picks, Songbook, Videos
Each class is 20 mins
› See more product details"
62,Brand: HOVNER,"Hovner 215 Green F-Cut Rosewood Fretboard Acoustic Guitar With Bag,Strap,1 Set of Extra Strings and 2 Picks V2",,1 rating,"₹ 3,980.00","FREE delivery: Saturday, April 24 Details",In stock.,7 Days Replacement,"Inbuilt pick up to plug and play with amplifier, Bag,Strap,1 Set of Extra Strings and 2 Picks included
41 inch F- Cut Acoustic Guitar, Fretboard : Rose Wood, String : Steel
Great looks with an innovative design to produce good quality sound
Product Sold by K-Retail
Adjustable bridge and reinforced Truss Rod
› See more product details"
63,Brand: JUAREZ,"JUAREZ Arpeggio 39 Inch Acoustic Guitar Kit, Spruce Top, Rosewood Fretboard & Bridge, Truss Rod, Chrome Die Cast Machine Tuners, Blue Sunburst",,2 ratings,"₹ 4,484.00","FREE delivery: Thursday, April 22 Details
Fastest delivery: Tomorrow
Order within 7 mins Details",In stock.,7 Days Replacement,"About this item
Juarez Arpeggio 39 Inch Acoustic Guitar Kit, Spruce Top, Rosewood Fretboard & Bridge, Truss Rod, Chrome Die Cast Machine Tuners, Blue Sunburst"
64,Brand: Belear,"Belear I-280-WBL Couturier 38 Inch Blue Cutaway Acoustic Guitar With Bag,and Picks",-,-,"₹ 3,600.00",FREE delivery: April 26 - 27 Details,In stock.,7 Days Replacement,"Premium single-cutaway design for playing convenience.
Solid Spruce top provides an ideal balance and between strength and flexibility
Linden back & sides produces rich, warm lows and sweet sustain
Catalpa neck, Rosewood fretboard with truss rod
Offers bright, responsive & balanced tone
Comfortable playability for beginners
Blue colour with Brush finishing
Skilfully craftsmanship and the innovative design of the highest quality
› See more product details"
65,Visit the JUAREZ Store,"JUAREZ Fiésta 41 Inch Acoustic Guitar Cutaway with Dual Action Truss Rod, 21 Frets Rosewood Fretboard & Bridge, Padded 5mm Cotton Bag, Cotton Strap, 2 Picks, Allen Key, Extra String Set, 3TS Sunburst",,7 ratings,"₹ 3,808.00","FREE delivery: Saturday, April 24 Details",In stock.,7 Days Replacement,"About this item
Glossy finish, Number of frets - 21, 41 Inch Acoustic Guitar with Dual Action Truss Rod which gives you the liberty to adjust the action of your neck in either direction if warped.
Material : Top, Back, Sides - Linden Solid Wood, Neck - Catalpa, Fretboard & Bridge - Rosewood, Machine Head : Chrome Open, Stainless Steel Copper Wound Strings
Linden binding and full wood construction with geared tuning, wooden frame and Alice Brand Stainless steel copper alloy strings. Features a sturdy top with smooth curves, promoting comfort during playing. This solid wood produces a smooth and rich sound ideal for rock, folk, country, and every genre in between!
Loosening a truss rod (turning counter-clockwise) adds relief to (decreases tension on) the neck which results in increased (higher) string action height. This reduces relief, lowering the string action (height of the strings over the frets). Turn the nut clockwise to tighten the rod.
6 Stainless Steel Alice Brand strings especially for beginners. Wound strings are made of copper alloy. Stainless steel plain string, steel core, copper alloy winding, anti-rust coating. (Additional Free Strings are NOT ALICE Brand, Strings on the Guitar are Alice Strings)
Heavy Duty 5mm Cotton Padded Guitar Bag and Premium Cotton Guitar Strap provided along with your Juarez Fiésta 41 Inch Acoustic Guitar
Included components: Acoustic Guitar with Strap, Bag, Strings, Truss Rod Wrench/Allen Key and 2 Plectrums"
66,Brand: ARTIBETTER,ARTIBETTER 14pcs Guitar Slides Set with Guitar Picks Thumb Finger Picks Stainless Steel Rail Slide Fingertips with Storage Box,-,-,"₹ 1,358.69",FREE delivery: May 12 - 15 Details,In stock.,7 Days Replacement,"High- quality materials are strong, compact and environmentally friendly. This set of guitar accessories can be given as a gift to those who like to play guitar.
One set contains various guitar consumables, which can better meet the needs of users.
With a metal storage box, easy to store and use. Simple and easy to use, it is an guitar playing accessory.
Durable pick kits can help beginners make the guitar sound fuller and more realistic, while protecting your fingers.
Buy with confidence. We will provide excellent service to every customer. If you have any questions or doubts or after- sales problems, please contact us first.
Warranty not applicable for this product
› See more product details"
67,Brand: H.M.D,HMD Collections 21'' Basswood Acoustic Guitar 6 String Practice Music Instruments -Red,-,-,"₹ 5,679.00",FREE delivery: May 14 - 27 Details,Usually dispatched in 3 to 5 weeks.,7 Days Replacement,"Professional 21 Inch Child Guitar
This little guitar is ideal for young children as it is easy to hold
Helps develop hand-eye coordination
This is just a guitar itself and is for children to pretend to play the guitar
It is a cute instrument which sounds pleasant and is easy to learn,and it can inspire the potential of rhythm as well.
› See more product details"
68,Visit the JUAREZ Store,"JUAREZ Arpéggio 41 Inch Acoustic Guitar Kit, Spruce Top, Black",,5 ratings,"₹ 4,902.00","FREE delivery: Saturday, April 24 Details",In stock.,7 Days Replacement,"About this item
Glossy finish, Number of frets - 21, 41 Inch Acoustic Guitar with Dual Action Truss Rod which gives you the liberty to adjust the action of your neck in either direction if warped.
White ABS Binding and full wood construction with geared tuning, wooden frame and Alice Brand Stainless steel copper alloy strings. Features a sturdy top with smooth curves, promoting comfort during playing. This solid wood produces a smooth and rich sound ideal for rock, folk, country, and every genre in between!
Loosening a truss rod (turning counter-clockwise) adds relief to (decreases tension on) the neck which results in increased (higher) string action height. This reduces relief, lowering the string action (height of the strings over the frets). Turn the nut clockwise to tighten the rod.
6 Stainless Steel Alice Brand strings especially for beginners. Wound strings are made of copper alloy. Stainless steel plain string, steel core, copper alloy winding, anti-rust coating. (Additional Free Strings are NOT ALICE Brand, Strings on the Guitar are Alice Strings)
Guitar Bag and Premium Cotton Guitar Strap provided along with your Juarez Arpéggio 41 Inch Acoustic Guitar Included components: Acoustic Guitar with Strap, Bag, Strings, Truss Rod Wrench/Allen Key and 3 Plectrums
Material : Top- Spruce Wood, Back, Sides - Linden Solid Wood, Neck - Okoume, Fretboard & Bridge - Rosewood, Machine Head : Chrome Diecast, Stainless Steel Copper Wound Strings"
69,Brand: Belear,"Belear I-370 38 Inch Red Spruce Cutaway Acoustic Guitar with Truss Rod With Bag, String, Strap and Picks",-,-,"₹ 3,599.00",FREE delivery: April 26 - 27 Details,In stock.,7 Days Replacement,"Premium single-cutaway design for playing convenience.
Solid Spruce top provides an ideal balance and between strength and flexibility.
Linden back & sides produces rich, warm lows and sweet sustain.
Catalpa neck, Rosewood fretboard with truss rod.
Offers bright, responsive & balanced tone.
Comfortable playability for beginners.
Red colour with Matte finishing.
Skilfully craftsmanship and the innovative design of the highest quality.
› See more product details"
70,Brand: DIKUJI ENTERPRISE,DIKUJI ENTERPRISE 6 String Decor Guitar Children's Musical Instrument Educational Toy Guitar for Beginners Kids Childs (Color May Vary),-,-,"₹ 1,299.00","FREE delivery: Sunday, April 25 Details",In stock.,7 Days Replacement,"🎸 Stylish Classic Guitar Produces Vibrant Sounds, Guitar Strings Are Tunable, String Tuning Mechanism Keeps Tuned Strings Tight.
🎸It Is Fully Functional With All The Tuning Keys And Playable. This Children's Sized Acoustic Guitar Toy Is Ideal For Children To Get The Correct Posture And Learn How To Play Different Notes.
🎸This Guitar Has Good Sound Quality It's Very Clear. And The Strings Are Good Quality. Good Wooden Finishing, It Is Made Up Of Good Quality Plastic & Is Good For Playing And Learning.This Guitar Has Good Sound Quality It's Very Clear. And The Strings Are Good Quality. Good Wooden Finishing, It Is Made Up Of Good Quality Plastic & Is Good For Playing And Learning.
🎸This Acoustic Guitar Makes A Great Gift For Kids. Lightweight, Easy To Hold, And Has A Nice Appearance, This Is Not A Professionally Manufactured Guitar, Just A Toy For Children.
🎸This Guitar Is Lightweight And Portable And Comes With Strap So That Your Future Rock Star Can Handle It Easily While Performing.
› See more product details"
71,Brand: HOVNER,"Hovner Venus Red 6-Strimg Cut-A-Way Right Hand Acoustic Semi-Electric Guitar With Bag and Free 1 set String, 2 picks.",-,-,"₹ 3,499.00","FREE delivery: Saturday, April 24 Details",Only 1 left in stock.,7 Days Replacement,"41 inch Cut-A-Way Acoustic Guitar, Fret board: Rose Wood, String : Steel
Great looks with an innovative design to produce good quality sound
Adjustable bridge and reinforced Truss Rod
Inbuilt pick up to plug and play with amplifier, Bag,Strap,1 Set of Extra Strings and 2 Picks included
› See more product details"
72,Brand: Belear,"Belear K-610MAH Vega King Size Jumbo Okoume Dreadnought Acoustic Guitar With Bag, Strap, String and Picks",-,-,"₹ 5,549.00",FREE delivery: April 26 - 27 Details,In stock.,7 Days Replacement,"King Size Jumbo Dreadnought Acoustic Guitar offers a loud acoustic tone
6-string all-Okoume acoustic guitar.
Smooth Okoume neck and Rosewood fingerboard is instantly playable and responsive
Okoume construction sounds rich and full with ample sustain
Truss rod that keeps the neck straight
Comfortable playability for beginners
Okoume with Matte finishing
› See more product details"
73,Brand: Generic,"41""das musical acoustic venus guitar. cover, string, belt, 2plectrums.",,28 ratings,"₹ 3,490.00",FREE delivery: April 24 - 25 Details,In stock.,7 Days Replacement,"high glossy sky &back black
truss rod &with touch amplifier
41"" acoustic guitar
› See more product details"
74,Brand: ABR HOUSE,ABR HOUSE 4 String Guitar Children's Musical Instrument Educational Toy Guitar Ukulele Instruments Beginner Musical Sound Toys Best Gift for Children,-,-,₹ 829.00,"FREE delivery: Monday, April 26 Details",In stock.,7 Days Replacement,"Toy Guitar is a Great Creativity for little Kids and increase musical talent in your young rock star. Teaches Kids the basics of rhythm, tempo, strumming and create the worlds of Music for your Kids.
It is fully Functional With All The tuning keys and playable. This Children's sized Acoustic Guitar Toy is ideal for children to get the correct posture and learn how to play different notes.
This guitar has good sound quality and good wooden finishing it is made up of good quality plastic and is good for playing and learning.
This acoustic guitar makes a great gift for kids and is a great value for the money.
This Children's sized Acoustic Guitar Toy is ideal for children to get the correct posture and learn how to play different notes.
› See more product details"
75,Brand: Generic,"21 fret 41"" A,Acoustio cloud venus acoustic guitar, cover,1 set string, 2 plectrums, 1strap",-,-,"₹ 3,490.00",FREE delivery: April 24 - 25 Details,In stock.,7 Days Replacement,"indian acoustic guitar
21 rosewood fret board
indian adjustble Rose wood bridge.....
tres rod &with touch pic up
top cloud& back black
› See more product details"
76,Brand: JUAREZ,"JUAREZ Arpeggio 39 Inch Acoustic Guitar Kit, Spruce Top, Rosewood Fretboard & Bridge, Truss Rod, Chrome Die Cast Machine Tuners, Red",,1 rating,"₹ 4,976.00","FREE delivery: Saturday, April 24 Details",In stock.,7 Days Replacement,"About this item
Juarez Arpeggio 39 Inch Acoustic Guitar Kit, Spruce Top, Rosewood Fretboard & Bridge, Truss Rod, Chrome Die Cast Machine Tuners, Red"
77,Brand: Belear,"Belear I-280-WBL Couturier 38 Inch Blue Cutaway Acoustic Guitar With Bag,Strap String and Picks",-,-,"₹ 3,600.00",FREE delivery: April 26 - 27 Details,In stock.,7 Days Replacement,"Premium single-cutaway design for playing convenience.
Solid Spruce top provides an ideal balance and between strength and flexibility
Linden back & sides produces rich, warm lows and sweet sustain.
Catalpa neck, Rosewood fretboard with truss rod
Offers bright, responsive & balanced tone.
Comfortable playability for beginners.
Blue colour with Brush finishing.
Skilfully craftsmanship and the innovative design of the highest quality
› See more product details"
78,Brand: SPA,Green : Aroma AHF-03 Portable Guitar Bass Piano Hand and Finger Exerciser Medium Tension Hand Grip Trainer,-,-,₹ 699.00,FREE delivery: April 23 - 24 Details,In stock.,7 Days Replacement,
79,Brand: Wytino,"Guitar Pick Box, Pure Natural Wood Durable to Guarantee Pick Box Set, Music Lovers for Home Christmas Gifts Guitar Accessories",-,-,"₹ 3,599.00",FREE delivery: May 14 - 18 Details,Usually dispatched in 3 to 4 days.,7 Days Replacement,"This wooden storage box is easy to store and carry picks, which can prevent the pick from dust, press and lost
Using pure natural wood, no toxic or harm to human body, durable to guarantee a long service life
Have strong abrasion resistance, using advanced technology to bring exquisite workmanship
Made of high quality wood material, sturdy and firm with fine smooth surface
A perfect guitar music gift for guitarists or music lovers contain 6 guitar picks and 1 storage box
Warranty not applicable for this product
› See more product details"
80,Brand: LME,"Laxmi Musical Electronics - Acoustic Pickup for veena, Violin, Guitar and All Acoustic String Instruments",,2 ratings,₹ 599.00,"FREE delivery: Thursday, April 22 Details",In stock.,7 Days Replacement,"Turn your acoustic guitar into an acoustic-electric without expensive modifications
Easy to install: can be clip-on to guitar sound hole and connect the audio input with a standard 1/4"" connector. Clip On Guitar Pickup installation: clamped to the sound hole in parallel with the wire.
will turn your acoustic music more powerful and electric
Suitable for acoustic guitar length: 36 inch - 41 inch Suitable for acoustic guitar length: 36 inch - 41 inch Durable, Flexible and Easy To Play
Made Of Alloy And Copper Material. Captures mechanical vibrations and converts them to an electrical signal which can then be amplified, recorded, or broadcast.
› See more product details"
81,Brand: HRB MUSICALS,HRB MUSICALS GUITAR FLOOR STAND +GUITAR CAPO + ALICE STRING SET + AND GUITAR STRING WINDER,,4 ratings,₹ 629.00,"FREE delivery: Wednesday, April 28 Details",In stock.,7 Days Replacement,"For guitar floor stand its solid body ,string set, capo, string winder Its Fits Perfectly on Electric and Acoustic Guitars, Ukulele, Banjo, Bass, Folk Guitars and Mandolin EASY TO MOVE & USE - Super Fast to Change Between Frets. Quickly and Easily Releases and Repositions With One Hand Without Disturbing Tuning NO SCRATCHES OR FRET BUZZ- High Quality Silicone Pad Will Protect Your Instrument Against Damage. Steel Spring with Internal Memory. It Puts Just Enough Pressure on the Instrument
› See more product details"
