,Brand Name,Name of the Product,Rating,No. of Ratings,Price,Expected Delivery,Availability,Returns/Exchange,Other Details
123,Brand: Fender,Fender SA 135C 39 Inch 6 String Cutaway Acoustic Guitar - Hardwood Fretboard - Natural,,99 ratings,"₹ 7,456.00","FREE delivery: Saturday, April 24 Details",In stock.,7 Days Replacement,"Series: Sa series body shape: Concert body top: Laminated hardwood back and sides: Laminated mahogany body finish: Gloss
Bracing: Scalloped x rosette: Concentric rings neck: Nato neck finish: Gloss
Fingerboard material: Stained hardwood nut: Plastic tuning machines: Covered chrome
Bridge: Stained maple pickguard: Black hardware finish: Chrome
Country of Origin: Indonesia
› See more product details"
124,Visit the Kadence Store,Kadence Acoustica Series Semi Acoustic Ash Wood with Equlizer A-06 (Guitar),,369 ratings,"₹ 6,499.00","FREE delivery: Friday, April 23 Details
Fastest delivery: Wednesday, April 21
Order within 1 hr and 55 mins Details",In stock.,7 Days Replacement,"Product Type : Acoustic Guitar Fretboard material:Rosewood,Number of strings:6 Number of frets 21 Ash Wood Great sound quality
› See more product details"
125,Visit the Kadence Store,Kadence Acoustica 40” Acoustic Guitar A04 Natural,-,-,"₹ 5,999.00","FREE delivery: Friday, April 23 Details
Fastest delivery: Wednesday, April 21
Order within 1 hr and 55 mins Details",In stock.,7 Days Replacement,
126,Brand: ABR HOUSE,ABR HOUSE 4 String Guitar Children's Musical Instrument Educational Toy Guitar Ukulele Instruments Beginner Musical Sound Toys Best Gift for Children,-,-,₹ 829.00,"FREE delivery: Monday, April 26 Details",In stock.,7 Days Replacement,"Toy Guitar is a Great Creativity for little Kids and increase musical talent in your young rock star. Teaches Kids the basics of rhythm, tempo, strumming and create the worlds of Music for your Kids.
It is fully Functional With All The tuning keys and playable. This Children's sized Acoustic Guitar Toy is ideal for children to get the correct posture and learn how to play different notes.
This guitar has good sound quality and good wooden finishing it is made up of good quality plastic and is good for playing and learning.
This acoustic guitar makes a great gift for kids and is a great value for the money.
This Children's sized Acoustic Guitar Toy is ideal for children to get the correct posture and learn how to play different notes.
› See more product details"
127,Brand: Havana,Havana AAG-39 Inch Cutaway Acoustic Guitar (Red Burst),-,-,"₹ 4,699.00",FREE delivery,Only 2 left in stock.,7 Days Replacement,"Spruce Top
Truss rod
Full die-cast machine head
Polish varnish
21 frets
› See more product details"
128,Visit the JUAREZ Store,JUAREZ Arpeggio Guitar JRA41SP-RD-K,-,-,"₹ 4,570.00","FREE delivery: Saturday, April 24 Details",In stock.,7 Days Replacement,"About this item
JRA41SP-RD-K"
129,Brand: Havana,Havana 41-Inch Cutaway Acoustic Guitar with 5 Band EQ & GT-3 Tuner (Blue),,1 rating,"₹ 6,408.00",FREE delivery,In stock.,7 Days Replacement,"Fingerboard : Rosewood
Machine Head : Full Die Cast
Bridge : Rosewood
AG-41CEQ Series
› See more product details"
130,Brand: JUAREZ,"JUAREZ Arpeggio 39 Inch Acoustic Guitar Kit, Spruce Top, Rosewood Fretboard & Bridge, Truss Rod, Chrome Die Cast Machine Tuners, Red",,1 rating,"₹ 4,976.00","FREE delivery: Saturday, April 24 Details",In stock.,7 Days Replacement,"About this item
Juarez Arpeggio 39 Inch Acoustic Guitar Kit, Spruce Top, Rosewood Fretboard & Bridge, Truss Rod, Chrome Die Cast Machine Tuners, Red"
131,Brand: RockJam,RockJam RJEG02-SK-BK Electric Guitar Starter Kit (Black),,80 ratings,"₹ 7,949.00","FREE delivery: Saturday, April 24 Details",In stock.,7 Days Replacement,"About this item
Full size black rockjam electric guitar with spare strings, guitar picks, and a strap
10 watt amplifier with headphone output with guitar connector cable
3x single coil pickups for a truly versatile playing experience
Whammy bar for those string bending licks
Includes amp, lessons, strap, gig bag, picks, whammy, lead and spare strings
Country of Origin: China"
132,Brand: Belear,"Belear I-280-WBR Couturier 38 Inch Brown Cutaway Acoustic Guitar With Bag,Strap,String and Picks",-,-,"₹ 3,799.00",FREE delivery: April 26 - 27 Details,In stock.,7 Days Replacement,"Premium single-cutaway design for playing convenience.
Solid Spruce top provides an ideal balance and between strength and flexibility.
atalpa neck, Rosewood fretboard with truss rod.
Offers bright, responsive & balanced tone
Comfortable playability for beginners.
Linden back & sides produces rich, warm lows and sweet sustain
Skilfully craftsmanship and the innovative design of the highest quality
Brown color with Brush finishing.
› See more product details"
133,Visit the YAMAHA Store,"YAMAHA Mexa Yamaha F310, Dreadnought Acoustic Guitar with Sponge Bag, Belt and Plectrums Combo Pack",,16 ratings,"₹ 12,499.00",FREE delivery: April 24 - 25 Details,In stock.,7 Days Replacement,"Dreadnought Acoustic Guitar
Durable Product
Includes Sponge Bag, Belt and Plectrums
› See more product details"
134,Brand: Belear,"Belear K-610NAT 41 Inch Natural Dreadnought Acoustic Guitar With Bag, and Picks",-,-,"₹ 4,599.00",FREE delivery: April 26 - 27 Details,In stock.,7 Days Replacement,"41 Inch Dreadnought Acoustic Guitar offers a loud acoustic tone
Solid Spruce top provides an ideal balance and between strength and flexibility
Linden back & sides produces rich, warm lows and sweet sustain
Catalpa neck, Rosewood fretboard with truss rod
Comfortable playability for beginners
Natural with Matte finishing
› See more product details"
135,Visit the VAULT Store,"Vault Junior 1/2 Size Acoustic Guitar for Kids With Gigbag, Strings, Polishing Cloth, String Winder and Picks",,17 ratings,"₹ 3,829.00",FREE delivery: May 5 - 8 Details,In stock.,7 Days Replacement,"Size : 30” Steel Stringed Number of Strings : 6 Colour :Natural
Body shape : Dreadnought (Full bodied) Finish : Natural/Smooth Top Material : Spruce
Back & Sides Material : Basswood Binding Material : Composite Neck Material : Basswood
Fingerboard Inlay: Dots Number of Frets: 22
Tuners:Die-Cast Truss Rod :Dual-action
› See more product details"
136,Brand: Generic,Tunomatic Bridge Stopbar Set for Gibson LP Epiphone Guitar,-,-,-,-,-,7 Days Replacement,
137,Brand: SPA,Green : Aroma AHF-03 Portable Guitar Bass Piano Hand and Finger Exerciser Medium Tension Hand Grip Trainer,-,-,₹ 699.00,FREE delivery: April 23 - 24 Details,In stock.,7 Days Replacement,
138,Brand: Wytino,"Guitar Pick Box, Pure Natural Wood Durable to Guarantee Pick Box Set, Music Lovers for Home Christmas Gifts Guitar Accessories",-,-,"₹ 3,599.00",FREE delivery: May 14 - 18 Details,Usually dispatched in 3 to 4 days.,7 Days Replacement,"This wooden storage box is easy to store and carry picks, which can prevent the pick from dust, press and lost
Using pure natural wood, no toxic or harm to human body, durable to guarantee a long service life
Have strong abrasion resistance, using advanced technology to bring exquisite workmanship
Made of high quality wood material, sturdy and firm with fine smooth surface
A perfect guitar music gift for guitarists or music lovers contain 6 guitar picks and 1 storage box
Warranty not applicable for this product
› See more product details"
139,Brand: LME,"Laxmi Musical Electronics - Acoustic Pickup for veena, Violin, Guitar and All Acoustic String Instruments",,2 ratings,₹ 599.00,"FREE delivery: Thursday, April 22 Details",In stock.,7 Days Replacement,"Turn your acoustic guitar into an acoustic-electric without expensive modifications
Easy to install: can be clip-on to guitar sound hole and connect the audio input with a standard 1/4"" connector. Clip On Guitar Pickup installation: clamped to the sound hole in parallel with the wire.
will turn your acoustic music more powerful and electric
Suitable for acoustic guitar length: 36 inch - 41 inch Suitable for acoustic guitar length: 36 inch - 41 inch Durable, Flexible and Easy To Play
Made Of Alloy And Copper Material. Captures mechanical vibrations and converts them to an electrical signal which can then be amplified, recorded, or broadcast.
› See more product details"
140,Brand: HRB MUSICALS,HRB MUSICALS GUITAR FLOOR STAND +GUITAR CAPO + ALICE STRING SET + AND GUITAR STRING WINDER,,4 ratings,₹ 629.00,"FREE delivery: Wednesday, April 28 Details",In stock.,7 Days Replacement,"For guitar floor stand its solid body ,string set, capo, string winder Its Fits Perfectly on Electric and Acoustic Guitars, Ukulele, Banjo, Bass, Folk Guitars and Mandolin EASY TO MOVE & USE - Super Fast to Change Between Frets. Quickly and Easily Releases and Repositions With One Hand Without Disturbing Tuning NO SCRATCHES OR FRET BUZZ- High Quality Silicone Pad Will Protect Your Instrument Against Damage. Steel Spring with Internal Memory. It Puts Just Enough Pressure on the Instrument
› See more product details"
141,Brand: Belear,Belear I-280 38 Inch Blue Spruce Cutaway Acoustic Guitar with Truss Rod,-,-,"₹ 2,999.00",FREE delivery: April 26 - 27 Details,In stock.,7 Days Replacement,"Premium single-cutaway design for playing convenience
Solid Spruce top provides an ideal balance and between strength and flexibility
Linden back & sides produces rich, warm lows and sweet sustain
Catalpa neck, Rosewood fretboard with truss rod
Offers bright, responsive & balanced tone
Comfortable playability for beginners
Blue colour with Brush finishing
Skilfully craftsmanship and the innovative design of the highest quality
› See more product details"
142,Brand: standzo,"Standzo Yamaha FS80C The Ultimate Concert-body Cutway Acoustic Guitar with Padded Bag, Picks, Belt, Strings and Learning Book Combo Pack",,5 ratings,"₹ 9,490.00","FREE delivery: Saturday, April 24 Details",Only 1 left in stock.,7 Days Replacement,"Concert body cutaway with comfortable playability for beginners
High durability and stability proven by Yamaha's quality standard
Made in Yamaha Music India factory
Including items: 1 Guitar , 4 Picks, 1 Padded Bag , 1 Belt, 2 strings and 1 Learning Book
Best Cutway Guitar ever, Suitable for All Types of Guitar Players
Authorised Seller: Music Manchester
› See more product details"
143,Brand: JUAREZ,"JUAREZ Arpeggio 41 Inch Acoustic Guitar Kit, Spruce Top, Rosewood Fretboard & Bridge, Truss Rod, Chrome Die Cast Machine Tuners, Blue Sunburst",,1 rating,"₹ 5,052.00","FREE delivery: Saturday, April 24 Details",In stock.,7 Days Replacement,"About this item
Juarez Arpeggio 41 Inch Acoustic Guitar Kit, Spruce Top, Rosewood Fretboard & Bridge, Truss Rod, Chrome Die Cast Machine Tuners, Blue Sunburst"
144,Brand: Belear,"Belear K-610NAT 41 Inch Natural Dreadnought Acoustic Guitar With Bag,Strap,String and Picks",-,-,"₹ 5,200.00",FREE delivery: April 26 - 27 Details,Only 1 left in stock.,7 Days Replacement,"41 Inch Dreadnought Acoustic Guitar offers a loud acoustic tone
Solid Spruce top provides an ideal balance and between strength and flexibility
Linden back & sides produces rich, warm lows and sweet sustain
Catalpa neck, Rosewood fretboard with truss rod
Comfortable playability for beginners
Natural with Matte finishing
› See more product details"
145,Brand: KKmoon-1,Guitar Repag Kit Guitar Care Kit Maintenance Tool Set Guitar Accessories Guitar Parts Change Strings Tool Tone Sandhi Clip,-,-,"₹ 1,799.00",FREE delivery: May 12 - 15 Details,In stock.,7 Days Replacement,"♬[Made of fine quality material, long-lasting to use.
♬[This tool kit is suitable for classical / folk guitar.
♬[It can also be used with stringed instruments, such as the ukelele or bass.
♬[A complete set of tools to meet your daily work needs.
♬[This tool kit is designed to keep your guitar and strings cleans as well as properly set up, smoothness and speed.
Warranty not applicable for this product
› See more product details"
146,Visit the GIVSON Store,Givson Crown Standard CRST-N 6-String Cutaway Right Hand Acoustic Guitar with Bag (Natural),,16 ratings,"₹ 5,450.00",FREE delivery: April 21 - 24 Details,In stock.,7 Days Replacement,"40"" Cut-A-Way Guitar
Material : Rosewood fingerboard and Bridge, Toon Wood Body and Neck, Pyne Wood Top
Color : Natural in High Gloss Finish, Chrome Keys
Package Content : 1 Guitar, Guitar Cover/Bag, 5 Plectrums and Strap
› See more product details"
147,Brand: Belear,"Belear K-610MAH Vega King Size Jumbo Okoume Dreadnought Acoustic Guitar With Bag, Strap, String and Picks",-,-,"₹ 5,549.00",FREE delivery: April 26 - 27 Details,In stock.,7 Days Replacement,"King Size Jumbo Dreadnought Acoustic Guitar offers a loud acoustic tone
6-string all-Okoume acoustic guitar.
Smooth Okoume neck and Rosewood fingerboard is instantly playable and responsive
Okoume construction sounds rich and full with ample sustain
Truss rod that keeps the neck straight
Comfortable playability for beginners
Okoume with Matte finishing
› See more product details"
148,Brand: Pluto,Pluto HW41C-201 41-inch Cutaway Acoustic Guitar (Sunburst),,7 ratings,"₹ 6,184.00","FREE delivery: Saturday, April 24 Details",In stock.,7 Days Replacement,"About this item
41-inch acoustic guitar cutaway
Spruce top
Rosewood fingerboard
If you are a music lover and a fan of acoustic guitars in particular, then this guitar from the house of Pluto is a must buy"
149,Brand: Medellin,Medellin Linden Wood Acoustic Guitar(Sunburst),-,-,"₹ 2,799.00","FREE delivery: Friday, April 23 Details
Fastest delivery: Wednesday, April 21
Order within 1 hr and 51 mins Details",Only 1 left in stock.,7 Days Replacement,"Colour: Sunburst
Material: Linden Wood
Easy To Use
› See more product details"
150,Brand: ISLA,ISLA Guitar Toys for Kids Four String Acoustic Guitar Musical Sound Toys for Kids (17 Inches)(Multicolor),-,-,₹ 889.00,FREE delivery: April 24 - 26 Details,In stock.,7 Days Replacement,"Very Crisp and Clear Sound of Strings
This guitar has good sound quality & good wooden finishing.It is made up of good quality plastic & is good for playing and learning.
It is fully Functional With All The tuning keys and playable. This Children's sized Acoustic Guitar Toy is ideal for children to get the correct posture and learn how to play different notes.
Helps kids have fun and stimulate and develop their talent & interest.This Guitar Is 17 Inches In Length.
This Acoustic Guitar makes a great gift for kids. Lightweight, easy to hold, and has a nice appearance.This is not a professionally manufactured Guitar, just a toy for Children.Recommended for ages above 6 years.
› See more product details"
151,Visit the YAMAHA Store,"Yamaha F310 Acoustic Guitar, Natural",,2 ratings,"₹ 9,490.00","FREE delivery: Wednesday, April 21 Details
Fastest delivery: Tomorrow
Order within 1 hr and 20 mins Details",In stock.,7 Days Replacement,"About this item
Traditional Western Body
Spruce Top
Yamaha Quality in an Affordable Price
Bridge Material:-Rosewood"
152,Visit the JUAREZ Store,"Juarez JRZ-ST01 6-String Electric Guitar, Right Handed, Full Black, with Case/Bag and Picks",,136 ratings,"₹ 5,749.00","FREE delivery: Saturday, April 24 Details",In stock.,7 Days Replacement,"About this item
Number of Frets: 18
Great looks with an innovative design to produce quality sound
Fingerboard: Linden wood
Fretboard: Ebony wood
Size: Cutaway, 38 inches
Linden binding and full wood construction with geared tuning, wood frame and steel strings
Chrome die cast machine head
Show More"
153,Brand: JUAREZ,"JUAREZ Arpeggio 39 Inch Semi-Acoustic Guitar Kit, Spruce Top, Rosewood Fretboard & Bridge, Truss Rod, 4 Band EQ, Chrome Die Cast Machine Tuners, Sunburst",,1 rating,"₹ 5,499.00","FREE delivery: Thursday, April 22 Details",In stock.,7 Days Replacement,"About this item
Juarez Arpeggio 39 Inch Semi-Acoustic Guitar Kit, Spruce Top, Rosewood Fretboard & Bridge, Truss Rod, 4 Band EQ, Chrome Die Cast Machine Tuners, Sunburst"
154,Brand: Belear,"Belear I-280-CBL Couturier 38 Inch Blue Cutaway Acoustic Guitar With Bag, String,Strap and Picks",-,-,"₹ 2,599.00",FREE delivery: April 26 - 27 Details,In stock.,7 Days Replacement,"Premium 38 Inch single cutaway acoustic guitar.
Top, back, and sides are made from Carbon fiber.
Catalpa neck with Rosewood fretboard.
Carbon fiber is famous for resonant, tough, and resistant to temperature and humidity changes.
Full scale length with easy access to the upper frets.
Ultimate versatile guitar is suitable for both experts and beginners.
Blue color with matte finishing.
Skilfully craftsmanship and the innovative design of the highest quality.
› See more product details"
155,Visit the Kadence Store,"Kadence Slowhand Premium Jumbo Semi Acoustic Guitar with Heavy Padded Bag, guitar cable, Pro Capo and Fibre guitar stand (Black Spruce Wood)",,100 ratings,"₹ 10,999.00","FREE delivery: Friday, April 23 Details",Only 1 left in stock.,7 Days Replacement,"QUALITY STRINGS ---The surface is coated with a film coating, which is not easy to rust, which prolongs the use time of the strings and reduces the burden on the fingers when pressing the strings.
DESIGN --- The Deep Pore paint finish, Simple head design, streamlined curvature makes the head and the body integrated, beautiful. The rosewood bridge has high hardness, strong vibration conductivity, stable and rich tone transmission.
SIZE (41 inch)---Suitable for the guitarist over 14 years old, especially the beginners, students or adults.
ADJUSTABLE ACTION----Built-in truss rod can balanced the tension caused by strings or temperature change shrinking, for a straight and durable neck. The adjustable acoustic guitar neck allows your hand to stay in a comfortable position by keeping the strings in a perfect height.
With Combo, Heavy Padded Bag, Pro Capo and Fiber Body Stand
ALL ACCESSORIES INCLUDED---Kadence Slowhand Guitar comes with zipped padded bag, in-built tunner, adjustable guitar strap, extra strings, 3 guitar picks, capo, foldable guitar stand and a Guitar cable.
PROTECTIVE PADDED bag---Take your guitar with you to school or on trips with a stylish and protective carrying case, designed with foam pads, a shock-proof rubber bottom, and even a front storage for your capo and extra picks
› See more product details"
156,Brand: 01,"Flexible 21Inch Wood Hawaii Kids Guitar, Mini Guitar Ukulele Toy, for Beginner Children Boys and Girls(Purple Elf)",-,-,"₹ 1,979.00",FREE delivery: May 12 - 15 Details,In stock.,10 Days Returnable,"Ukulele has elegant tone, easy to learn, with very rich tone and expression.
The natural and unrestrained playing can add personal charm, which is deeply loved by the youth.
Touch the strings, you will be full of youthful breath, like being in nature.
Not only express euphemistic and moving murmur, but also express the majestic and heroic spirit, let a number of people dream.
The light melody, playing the relaxing music, can express the joy and sorrow, and can cultivate the solemn and graceful charm of temperament.
Warranty not applicable for this product"
157,Brand: Carlos Marshello,Carlos Marshello CP41C/P Semi Acoustic Guitar,-,-,"₹ 75,000.00","FREE delivery: Friday, April 23 Details",Only 2 left in stock.,7 Days Replacement,"Brand : Carlos Marshello
Body : 41"" Cutaway
Top : Solid Spruce
Back & Sides : Solid Brazilian Rosewood
Neck : Okoume
Fretboard : HPL
Bridge : Rosewood
Show More"
158,Brand: MUSICAL STRING,"Musical String New Acoustic Guitar 6 string, 21 freet, 41 inches Metalic Red glossy Finished with Black Cover Bag, Strap(Belt), Picks and Extra String Set",-,-,"₹ 3,699.00","FREE delivery: Saturday, April 24 Details",In stock.,7 Days Replacement,"41 inch Acoustic Guitar 6-Strings, Right-Handed, with Guitar Cover/Bag
Rosewood Fingerboardand with 21 fret adjustable bridge
Best Sound Effort
This Allows You An Effortless & Precise Tuning. This Is A Preferred Tuning Machine Head Preferred By A Lot Of Professional Guitarists.
Package Contains:- 1 Guitar, 1 Guitar Cover/Bag, 1 Strap(Belt) 1 Extra String Set And Picks.
› See more product details"
159,Brand: PRAHANT,PRAHANT 4 String Mini Guitar Children's Musical Instrument Educational Toy Guitar Ukulele Instruments Beginner Musical Sound Toys Best Gift for Children,-,-,₹ 799.00,"FREE delivery: Saturday, April 24 Details",In stock.,7 Days Replacement,"◆ GREAT FOR BEGINNERS
◆ PROVIDES SCREEN FREE FUN
◆ ENJOY MUSIC ANYTIME
◆ A PERFECT GIFT
◆ Acoustic Guitar
› See more product details"
160,Brand: Martin Smith,Martin Smith W-101-WHT-PK Acoustic Guitar Super Kit with Stand (White),,13 ratings,"₹ 6,359.00","FREE delivery: Saturday, April 24 Details",In stock.,7 Days Replacement,"About this item
Steel strung full scale neck
Slim line contoured body for comfortable playability and a rich tone
Includes sturdy guitar stand
Also includes tuner, gig bag, strap, picks and strings
Free online lessons"
161,Brand: JUAREZ,"JUAREZ Arpeggio 41 Inch Acoustic Guitar Kit, Spruce Top, Rosewood Fretboard & Bridge, Truss Rod, Chrome Die Cast Machine Tuners, Blue",,3 ratings,"₹ 4,607.00","FREE delivery: Saturday, April 24 Details",In stock.,7 Days Replacement,"About this item
Juarez Arpeggio 41 Inch Acoustic Guitar Kit, Spruce Top, Rosewood Fretboard & Bridge, Truss Rod, Chrome Die Cast Machine Tuners, Blue"
162,Brand: verior,verior | worlds guitar toys for kids with microphone(Multi color),-,-,₹ 530.00,"FREE delivery: Monday, April 26 Details",In stock.,7 Days Replacement,"3 aa batteries required not included
Includes melodies, pre-loading tunes, lightning effect and with microphone(mic)
Beautiful melody sing along battery operated toy guitar
Design and color as per availability
› See more product details"
163,Brand: J D M,J D M Guitar Children's Musical Instrument Educational Toy Small Guitar for Beginners Kids Child,-,-,₹ 799.00,"₹ 60.00 delivery: Monday, April 26 Details",In stock.,7 Days Replacement,"This guitar has good sound quality & good wooden finishing.It is made up of good quality plastic & is good for playing and learning.
uning Knobs for Intellectual Development and also to develop talent and interest in kids.
on-stage performances or when practicing at home. The mini guitar can attract the interests of kids, and reduce their dependency on the phone, computer, or other electronics. color in its Plastic body.This acoustic guitar makes a great gift for kids and is a great value for the money.
t has a traditional classic body style great for beginners and children learning to play guitar. Give your best performance whether you're in the
great gift for kids. Lightweight, easy to hold, and has a nice appearance.This is not a professionally manufactured Guitar, just a toy for Children.
› See more product details"
164,Visit the Kadence Store,"Kadence A311, 41” Jumbo Size 6-strings Acoustic Guitar, Natural",,83 ratings,"₹ 5,999.00","FREE delivery: Friday, April 23 Details
Fastest delivery: Wednesday, April 21
Order within 1 hr and 48 mins Details",In stock.,7 Days Replacement,"CLASSIC DESIGN ---Elegant inlay provides a classic, acoustic look, dreadnaught shape; included pickguard underneath the guitar sound hole to protect from pick scratches while playing
QUALITY STRINGS ---The surface is coated with a film coating, which is not easy to rust, which prolongs the use time of the strings and reduces the burden on the fingers when pressing the strings.
DESIGN---The Deep Pore paint finish, Simple head design, streamlined curvature makes the head and the body integrated, beautiful. The rosewood bridge has high hardness, strong vibration conductivity, stable and rich tone transmission.
SIZE ---Suitable for the guitarist over 14 years old, especially the beginners, students or adults.
ADJUSTABLE ACTION----Built-in truss rod can balanced the tension caused by strings or temperature change shrinking, for a straight and durable neck. The adjustable acoustic guitar neck allows your hand to stay in a comfortable position by keeping the strings in a perfect height.
ACCURATE TUNE---- Kadence guitars employes 18:1 premium machine head, run very smooth, no slack. it can help you to lock the string in position and adjust the pitch more accurate.
› See more product details"
165,Visit the VAULT Store,VAULT GA10 Guitar Amplifier (10 Watts),,16 ratings,"₹ 2,449.00",FREE delivery: May 5 - 8 Details,In stock.,7 Days Replacement,"Wattage: 10W | Controls: Volume, Treble, and Bass Control Knobs
GOOD CLEAN AND DIRTY TONES: GA10 has a Drive boost switch, two-band equalizer, and Volume knob, this makes the tones sound really nice.
PERFECT PRACTICE COMPANION: The headphone jack makes playing and practicing at your home, or anywhere else much easier without disturbing anyone.
EASY PORTABLE AND LIGHT-WEIGHT: Very compact little guitar amp that lacks nothing in terms of versatility nor performance. GA10 is compact enough that you can store it in a cupboard or under the bed if space is an issue.
Drive Switch: Yes | Headphone Output: Yes
› See more product details"
166,Brand: MUSICAL STRING,"Musical String New Acoustic Guitar 6 string, 21 freet, 41 inches Black Mat Finished with Black Cover Bag, Picks and One Extra String Set",-,-,"₹ 3,499.00","FREE delivery: Saturday, April 24 Details",Only 2 left in stock.,7 Days Replacement,"41 inch Acoustic Guitar 6-Strings, Right-Handed, with Guitar Cover/Bag
Rosewood Fingerboardand with 21 fret adjustable bridge
Best Sound Effort
This Allows You An Effortless & Precise Tuning. This Is A Preferred Tuning Machine Head Preferred By A Lot Of Professional Guitarists.
Package Contains:- 1 Guitar, 1 Guitar Cover/Bag, 1 Strap(Belt) 1 Extra String Set And Picks.
› See more product details"
167,Brand: Gibson Gear,"Gibson SAG-CPB13 Coated Phosphor Bronze Acoustic Guitar Strings 13-56, Medium",,8 ratings,-,-,-,7 Days Replacement,"Ultra-thin coating extends string life without sacrificing tone
Phosphor bronze wound for ultimate clarity and warmth
Developed and tested by Gibson Master Luthiers
Medium Gauge: .013 .017 .026 .035 .045 .056
For more details please contact info@trimacppl.com
› See more product details"
168,Brand: Kordz,"Kordz Luana Sunburst 41 Inch Rosewood Fretboard Acoustic Guitar With Bag,Strap,1 Set of Extra Strings and 2 Picks V2(Sunburst)",-,-,"₹ 3,690.00","FREE delivery: Saturday, April 24 Details",In stock.,7 Days Replacement,"41 inch Cut-A-Way Acoustic Guitar, Fret board: Rose Wood, String : Steel
Great looks with an innovative design to produce good quality sound
Adjustable bridge and reinforced Truss Rod
Inbuilt pick up to plug and play with amplifier, Bag,Strap,1 Set of Extra Strings and 2 Picks included
100% Genuine Product Sold by K-Retail
› See more product details"
169,Brand: KKmoon-1,Guitar Strings Changing Kit Guitar Accessories Kit Guitar Playing Maintenance Tool for Beginners,-,-,"₹ 2,089.00",FREE delivery: May 12 - 15 Details,In stock.,7 Days Replacement,"♬[Made of fine quality material, long-lasting to use and cost effective.
♬[This tool kit is a nice combination for guitar starters.
♬[Make the changing string easier and sooner.
♬[Guitar-tuner, clear LCD digital display, easy to read.
♬[A complete set of tools to meet your daily work needs.
Warranty not applicable for this product
› See more product details"
170,Visit the Kadence Store,"Kadence Astro Man Electric Guitar combo with (Guitar Bag, Guitar strap,guitar cable and Picks)",-,-,"₹ 4,999.00","FREE delivery: Friday, April 23 Details
Fastest delivery: Wednesday, April 21
Order within 1 hr and 46 mins Details",In stock.,7 Days Replacement,"Colour - Brown
Built to cater to the demands of contemporary musicians wanting to acquire an edge over their peers
Has softer strings which saves your fingers from getting strained
› See more product details"
171,Brand: Jixing,"Jixing JXNG-RED-C Acoustic Guitar,Red",,144 ratings,"₹ 2,699.00","FREE delivery: Friday, April 23 Details
Fastest delivery: Wednesday, April 21
Order within 1 hr and 46 mins Details",Only 2 left in stock.,7 Days Replacement,"About this item
Brand: Jixing .Type: Acoustic Guitars-Basic
.Size: 38 inches
.Neck Material: Linden Wood.Bridge Material:Plastic .Finger Board: Linden Wood .String: Stainless Steel .Back Material:Linden Wood.Sides Material:Linden .Body Type:Linden Wood .Body Material:Linden Wood
.No.of Frets:18
.Contents: Acoustic Guitar with Strap, Bag, Strings and 3 Picks."
172,Brand: Belear,"Belear I-370 38 Inch Red Spruce Cutaway Acoustic Guitar with Truss Rod With Bag, String, Strap and Picks",-,-,"₹ 3,599.00",FREE delivery: April 26 - 27 Details,In stock.,7 Days Replacement,"Premium single-cutaway design for playing convenience.
Solid Spruce top provides an ideal balance and between strength and flexibility.
Linden back & sides produces rich, warm lows and sweet sustain.
Catalpa neck, Rosewood fretboard with truss rod.
Offers bright, responsive & balanced tone.
Comfortable playability for beginners.
Red colour with Matte finishing.
Skilfully craftsmanship and the innovative design of the highest quality.
› See more product details"
173,Brand: DEVICE OF URBAN INFOTECH,DEVICE OF URBAN INFOTECH Tuning Peg Silver for Acoustic Guitar Parts Tuners Keys Semi-closed Guitar String Tuning Pegs Tuner Machine Heads Knobs Tuning Keys for Acoustic & Electric Guitar 3R+3L(6 PCS),,3 ratings,₹ 499.00,FREE delivery,In stock.,7 Days Replacement,"Package Includes: 6 X Machine heads(3L + 3R),12 X Mounting screws ,6 X Ferrules
Materials: chrome finish zinc alloy metal, plastic
6 Pieces Guitar Keys for Acoustic Guitar Chrome Tuning Pegs Keys 3 Left 3 Right6 Pieces Guitar Keys for Acoustic Guitar Chrome Tuning Pegs Keys 3 Left 3 Right
Adjustable - Guitar machine heads knobs with heavy duty internal gear can be tuned tight to make your guitar sound stable
› See more product details"
174,Brand: DEVICE OF URBAN INFOTECH,DEVICE OF URBAN INFOTECH Tuning Peg Silver for Acoustic Guitar Parts Tuners Keys Semi-closed Guitar String Tuning Pegs Tuner Machine Heads Knobs Tuning Keys for Acoustic & Electric Guitar 3R+3L (6PCS),-,-,₹ 499.00,FREE delivery,In stock.,7 Days Replacement,"Package Includes: 6 X Machine heads(3L + 3R),12 X Mounting screws ,6 X Ferrules
Materials: chrome finish zinc alloy metal, plastic
6 Pieces Guitar Keys for Acoustic Guitar Chrome Tuning Pegs Keys 3 Left 3 Right6 Pieces Guitar Keys for Acoustic Guitar Chrome Tuning Pegs Keys 3 Left 3 Right
Adjustable - Guitar machine heads knobs with heavy duty internal gear can be tuned tight to make your guitar sound stable
› See more product details"
